PooledFundName,PooledFundId,ChfProjectCode,ExternalProjectCode,AllocationType,AllocationYear,AllocationSourceID,AllocationSourceName,OrganizationName,OrganizationType,ProjectDuration,Budget,TotalDirectCost,TotalSupportCost,DateSubmitted,GenderMarker,ActualStartDate,ActualEndDate,ProjectStatus,ProjectStatusId,ProjectStatusCode,ProcessStatus,ProcessStatusId,PartnerCode
Sudan,15,SUD-13/S1/WASH/NGO/20,,2013 - 1st Round Standard Allocation,2013,2,Standard,Adventist Development and Relief Agency,International NGO,9 Months,306900,286822.43,0,10/2/2013 6:28:43 AM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,833.5620
Sudan,15,SUD-13/S1/WASH/NGO/21,,2013 - 1st Round Standard Allocation,2013,2,Standard,American Refugee Committee,International NGO,10 Months,198020,185065.42,0,10/2/2013 8:27:37 AM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,1667.1240
Sudan,15,SUD-13/S1/WASH/NGO/22,,2013 - 1st Round Standard Allocation,2013,2,Standard,Sudanese Red Crescent Society,Others,9 Months,386139,360878,0,10/4/2013 2:51:02 PM,,4/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,17365.8750
Sudan,15,SUD-13/S1/WASH/NGO/23,,2013 - 1st Round Standard Allocation,2013,2,Standard,Sudanese Women's General Union,National NGO,"12 Months, 1 Days",322428,301335,0,10/3/2013 3:06:20 PM,,3/7/2013 12:00:00 AM,3/7/2014 12:00:00 AM,Archived,22,,Technical Review,11,17504.8020
Sudan,15,SUD-13/S1/WASH/NGO/24,,2013 - 1st Round Standard Allocation,2013,2,Standard,CARE International Switzerland in Sudan,International NGO,10 Months,198021.08,185066.43,0,10/2/2013 1:04:18 PM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,3889.9560
Sudan,15,SUD-13/S1/WASH/UN/11,,2013 - 1st Round Standard Allocation,2013,2,Standard,United Nations Children's Fund,UN Agency,10 Months,1000000,934579.44,0,10/3/2013 2:07:25 PM,,3/1/2013 12:00:00 AM,12/31/2013 12:00:00 AM,Archived,22,,Technical Review,11,19866.5610
Sudan,15,SUD-14/S1/E/NGO/733,,2014 - 1st Round Standard Allocation,2014,2,Standard,Catholic Agency for Overseas Development (CAFOD),International NGO,9 Months,350422.11,327497.3,0,1/12/2014 11:59:53 AM,,4/1/2014 12:00:00 AM,12/31/2014 12:00:00 AM,Archived,22,,Technical Review,11,2361.7590
Sudan,15,SUD-14/S1/FSL/NGO/644,,2014 - 1st Round Standard Allocation,2014,2,Standard,Mubadiroon Organisation,National NGO,12 Months,785993,763100,0,1/9/2014 8:03:45 PM,,4/1/2014 12:00:00 AM,3/31/2015 12:00:00 AM,Archived,22,,Technical Review,11,11947.7220
Sudan,15,SUD-14/S1/FSL/NGO/680,,2014 - 1st Round Standard Allocation,2014,2,Standard,Vet-care Organization,National NGO,12 Months,826418.28,810214,0,1/12/2014 1:40:14 PM,,4/1/2014 12:00:00 AM,3/31/2015 12:00:00 AM,Archived,22,,Technical Review,11,45845.9100
Sudan,15,SUD-14/S1/FSL/NGO/755,,2014 - 1st Round Standard Allocation,2014,2,Standard,Save the Children International,International NGO,12 Months,403091.34,376720.88,0,1/12/2014 1:37:44 PM,,4/1/2014 12:00:00 AM,3/31/2015 12:00:00 AM,Archived,22,,Technical Review,11,15837.6780
Sudan,15,SUD-14/S1/P/NGO/730,,2014 - 1st Round Standard Allocation,2014,2,Standard,Sudanese Development Call Organization,National NGO,12 Months,255216.4,238520,0,1/12/2014 12:54:53 PM,,4/1/2014 12:00:00 AM,3/31/2015 12:00:00 AM,Archived,22,,Technical Review,11,12503.4300
Sudan,15,SUD-14/S1/WASH/NGO/872,,2014 - 1st Round Standard Allocation,2014,2,Standard,Fellowship for African Relief,International NGO,12 Months,798870.56,746608,0,1/10/2014 11:38:22 AM,,4/1/2014 12:00:00 AM,3/31/2015 12:00:00 AM,Archived,22,,Technical Review,11,5973.8610
Sudan,15,SUD-15/HSD20/S1/FSL/INGO/1307,,2015 – 1st Round Standard Allocation,2015,2,Standard,International Relief and Development,International NGO,12 Months,395078.24,317920,51312,2/26/2015 3:30:34 AM,2a- The project is designed to contribute significantly to gender equality,4/1/2015 12:00:00 AM,3/31/2016 12:00:00 AM,Archived,22,,Technical Review,11,9585.9630
Sudan,15,SUD-15/HSD20/S1/H/UN/1170,,2015 – 1st Round Standard Allocation,2015,2,Standard,World Health Organization,UN Agency,12 Months,719447.58,698492.8,0,2/18/2015 9:01:27 PM,2a- The project is designed to contribute significantly to gender equality,2/28/2015 12:00:00 AM,2/27/2016 12:00:00 AM,Archived,22,,Technical Review,11,20977.9770
Sudan,15,SUD-15/HSD20/S1/P/INGO/1159,,2015 – 1st Round Standard Allocation,2015,2,Standard,Save the Children International,International NGO,12 Months,247584.2,157152.5,74234.6,2/18/2015 5:21:12 PM,2a- The project is designed to contribute significantly to gender equality,4/1/2015 12:00:00 AM,3/31/2016 12:00:00 AM,Archived,22,,Technical Review,11,15837.6780
Sudan,15,SUD-15/HSD20/S1/WASH/INGO/1154,,2015 – 1st Round Standard Allocation,2015,2,Standard,Catholic Relief Services,International NGO,12 Months,689469.09,535900.32,108463.32,2/18/2015 7:55:55 PM,2a- The project is designed to contribute significantly to gender equality,4/1/2015 12:00:00 AM,3/31/2016 12:00:00 AM,Archived,22,,Technical Review,11,4584.5910
Sudan,15,SUD-15/HSD20/S1/WASH/NGO/1222,,2015 – 1st Round Standard Allocation,2015,2,Standard,Sibro Organization for Development,National NGO,10 months,0,0,0,2/18/2015 9:01:29 PM,,3/2/2002 12:00:00 AM,12/1/2015 12:00:00 AM,Archived,22,,Technical Review,11,16393.3860
Syria,62,CBPF-SYR-25-S-NGO-36400,,First Standard Allocation 2025,2025,2,Standard,Syrian Society for Social Development,National NGO,12 Months,999442,934057.94,0,6/29/2025 5:29:11 PM,"4- Likely to contribute to gender equality, including across age groups",9/1/2025 12:00:00 AM,8/31/2026 12:00:00 AM,IP submission of GA to HFU,337,PRJ_IP_SUB_GA_TO_HFU,HC Final Approval,12,137627.3830
Syria,62,CBPF-SYR-25-S-NGO-36672,,First Standard Allocation 2025,2025,2,Standard,Syrian Society for Social Development,National NGO,12 Months,1471091.64,1374852,0,6/29/2025 12:56:57 PM,"4- Likely to contribute to gender equality, including across age groups",10/1/2025 12:00:00 AM,9/30/2026 12:00:00 AM,Budget Cleared,332,PRJ_BUDGET_CLR,Technical Review,11,137627.3830
Ukraine,81,UKR-22/UKR_CBPF/SA1/P-WASH-E/NGO/23530,,2022 First Standard Allocation_Envelope 1,2022,2,Standard,Charitable Organization Charitable Foundation “Development Center',National NGO,7 Months 2 Days,1763668.09,1655078.9,8758.92,9/19/2022 10:25:54 AM,"4- Likely to contribute to gender equality, including across age groups",2/1/2025 12:00:00 AM,9/2/2025 12:00:00 AM,IP submission of GA to HFU,4166,PRJ_IP_SUB_GA_TO_HFU,HC Final Approval,12,919760.7105
Yemen,64,CBPF-YEM-25-S-INGO-37709,,2nd Standard Allocation 2025,2025,2,Standard,Concern Worldwide,International NGO,12 Months,495600,463177.57,0,10/18/2025 8:58:46 AM,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,3480860.4160
Yemen,64,CBPF-YEM-25-S-INGO-37760,,2nd Standard Allocation 2025,2025,2,Standard,Qatar Charity,International NGO,10 Months,149999.98,140186.9,0,10/19/2025 10:55:39 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Under GA Preparation,1669,PRJ_UND_GA_PREPAR,HC Final Approval,12,222542.8480
Yemen,64,CBPF-YEM-25-S-INGO-37764,,2nd Standard Allocation 2025,2025,2,Standard,International Medical Corps UK,International NGO,10 Months,358000,334579.44,0,10/18/2025 3:03:32 PM,"4- Likely to contribute to gender equality, including across age groups",3/15/2026 12:00:00 AM,1/14/2027 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,818207.8080
Yemen,64,CBPF-YEM-25-S-INGO-37765,,2nd Standard Allocation 2025,2025,2,Standard,Norwegian Refugee Council,International NGO,12 Months,1000000,934579.44,0,10/19/2025 11:46:58 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under GA Preparation,1669,PRJ_UND_GA_PREPAR,HC Final Approval,12,768921.8240
Yemen,64,CBPF-YEM-25-S-INGO-37774,,2nd Standard Allocation 2025,2025,2,Standard,Agency for Technical Cooperation and Development,International NGO,10 Months,700000,654205.61,0,10/19/2025 9:27:29 AM,"3- Likely to contribute to gender equality, but without attention to age groups",3/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,740499.2320
Yemen,64,CBPF-YEM-25-S-INGO-37789,,2nd Standard Allocation 2025,2025,2,Standard,Stichting ZOA,International NGO,12 Months,230000,214953.27,0,10/18/2025 8:01:54 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,191096.5760
Yemen,64,CBPF-YEM-25-S-INGO-37810,,2nd Standard Allocation 2025,2025,2,Standard,Adventist Development and Relief Agency,International NGO,8 Months,224964.05,210246.78,0,10/19/2025 8:56:09 AM,"3- Likely to contribute to gender equality, but without attention to age groups",3/1/2026 12:00:00 AM,10/31/2026 12:00:00 AM,Budget Cleared,1666,PRJ_BUDGET_CLR,Technical Review,11,1814.2080
Yemen,64,CBPF-YEM-25-S-NGO-37721,,2nd Standard Allocation 2025,2025,2,Standard,Nahda Makers Organization,National NGO,12 Months,999410.07,934028.1,0,10/16/2025 11:35:25 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,154812.4160
Yemen,64,CBPF-YEM-25-S-NGO-37724,,2nd Standard Allocation 2025,2025,2,Standard,DEEM FOR DEVELOPMENT ORGANIZATION,National NGO,12 Months,150000,140186.92,0,10/19/2025 7:04:35 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,903475.5840
Yemen,64,CBPF-YEM-25-S-NGO-37732,,2nd Standard Allocation 2025,2025,2,Standard,Life Maker Meeting Place Organization,National NGO,12 Months,1000000,934579.44,0,10/19/2025 10:53:47 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,257315.1680
Yemen,64,CBPF-YEM-25-S-NGO-37734,,2nd Standard Allocation 2025,2025,2,Standard,SOUL for Development,National NGO,9 Months,171969.21,160718.89,0,10/18/2025 5:05:27 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,11/30/2026 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,184444.4800
Yemen,64,CBPF-YEM-25-S-NGO-37738,,2nd Standard Allocation 2025,2025,2,Standard,Tamdeen Youth Foundation,National NGO,12 Months,933333.32,872274.13,0,10/18/2025 10:31:39 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,418174.9440
Yemen,64,CBPF-YEM-25-S-NGO-37740,,2nd Standard Allocation 2025,2025,2,Standard,Bena Charity For Human Development,National NGO,10 Months,429510.01,401411.22,0,10/18/2025 6:33:53 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,227078.3680
Yemen,64,CBPF-YEM-25-S-NGO-37741,,2nd Standard Allocation 2025,2025,2,Standard,Building Foundation for Development,National NGO,12 Months,278562.2,260338.5,0,10/19/2025 10:58:20 AM,"3- Likely to contribute to gender equality, but without attention to age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,222240.4800
Yemen,64,CBPF-YEM-25-S-NGO-37744,,2nd Standard Allocation 2025,2025,2,Standard,Diversity Organization,National NGO,12 Months,790584.46,738863.98,0,10/19/2025 12:23:21 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,224054.6880
Yemen,64,CBPF-YEM-25-S-NGO-37750,,2nd Standard Allocation 2025,2025,2,Standard,Social Development Hodeidah Girls Foundation,National NGO,10 Months,264446.49,247146.25,0,10/18/2025 8:52:42 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,501628.5120
Yemen,64,CBPF-YEM-25-S-NGO-37753,,2nd Standard Allocation 2025,2025,2,Standard,"Yemen General Union of Sociologists, Social Workers and Psychologists",National NGO,11 Months,975122.85,911329.77,0,10/18/2025 7:21:15 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,1/31/2027 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,497092.9920
Yemen,64,CBPF-YEM-25-S-NGO-37756,,2nd Standard Allocation 2025,2025,2,Standard,Human Access for Partnership and Development,National NGO,12 Months,600000,560747.66,0,10/18/2025 8:43:09 PM,"3- Likely to contribute to gender equality, but without attention to age groups",2/15/2026 12:00:00 AM,2/14/2027 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,155719.5200
Yemen,64,CBPF-YEM-25-S-NGO-37757,,2nd Standard Allocation 2025,2025,2,Standard,Assistance for Response and Development,National NGO,11 Months,484132.52,452460.3,0,10/19/2025 12:12:31 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,1/31/2027 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,3478139.1040
Yemen,64,CBPF-YEM-25-S-NGO-37767,,2nd Standard Allocation 2025,2025,2,Standard,Relief and Development Peer Foundation,National NGO,12 Months,544257.89,508652.23,0,10/19/2025 9:17:03 AM,"3- Likely to contribute to gender equality, but without attention to age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,542145.8240
Yemen,64,CBPF-YEM-25-S-NGO-37790,,2nd Standard Allocation 2025,2025,2,Standard,Generations Without Qat,National NGO,9 Months,150042.09,140226.25,0,10/19/2025 11:30:12 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,11/30/2026 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,499511.9360
Yemen,64,CBPF-YEM-25-S-NGO-37808,,2nd Standard Allocation 2025,2025,2,Standard,Social Development Hodeidah Girls Foundation,National NGO,10 Months,385162.02,359964.5,0,10/18/2025 7:55:05 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,501628.5120
Yemen,64,CBPF-YEM-25-S-NGO-37812,,2nd Standard Allocation 2025,2025,2,Standard,Yemen Family Care Association,National NGO,8 Months,246641.69,230506.25,0,10/19/2025 7:38:56 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,10/31/2026 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,156324.2560
Yemen,64,CBPF-YEM-25-S-NGO-37821,,2nd Standard Allocation 2025,2025,2,Standard,Jeel Al Bena Association for Humanitarian Development,National NGO,8 Months,123463.68,115386.62,0,10/18/2025 11:17:26 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,10/31/2026 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,1236685.1200
Yemen,64,CBPF-YEM-25-S-NGO-37859,,2nd Standard Allocation 2025,2025,2,Standard,Yanabia Al-khair Charity Foundation,National NGO,10 Months,633784.07,592321.56,0,10/18/2025 9:24:41 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,12/31/2026 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,3317884.0640
Yemen,64,CBPF-YEM-25-S-NGO-37863,,2nd Standard Allocation 2025,2025,2,Standard,Yemen Women Union,National NGO,12 Months,150000.82,142722,0,10/19/2025 8:15:24 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,184142.1120
Yemen,64,CBPF-YEM-25-S-NGO-37864,,2nd Standard Allocation 2025,2025,2,Standard,Field Medical Foundation,National NGO,12 Months,835967.78,781278.3,0,10/19/2025 6:57:34 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,450225.9520
Yemen,64,CBPF-YEM-25-S-NGO-37875,,2nd Standard Allocation 2025,2025,2,Standard,Yemen Alkhair For Relief and Development Foundation,National NGO,12 Months,907723.27,848339.5,0,10/19/2025 4:32:16 AM,"4- Likely to contribute to gender equality, including across age groups",2/1/2026 12:00:00 AM,1/31/2027 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,542750.5600
Yemen,64,CBPF-YEM-25-S-NGO-37879,,2nd Standard Allocation 2025,2025,2,Standard,Abs Development Organization for Woman & Child,National NGO,12 Months,277198.48,259064,0,10/19/2025 7:49:24 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,TR Draft,1658,PRJ_TR_DRFT,Technical Review,11,189584.7360
Yemen,64,CBPF-YEM-25-S-NGO-37950,,2nd Standard Allocation 2025,2025,2,Standard,Sustainable Development Foundation,National NGO,12 Months,999848.66,934438,0,10/19/2025 7:28:37 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,302065.6320
Yemen,64,CBPF-YEM-25-S-NGO-37991,,2nd Standard Allocation 2025,2025,2,Standard,Ma'akum Developmental Foundation,National NGO,12 Months,696693.05,651115,0,10/19/2025 9:07:46 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU Finance,7951,PRJ_UND_TR_HFU_FIN,Technical Review,11,3316372.2240
Yemen,64,CBPF-YEM-25-S-NGO-38009,,2nd Standard Allocation 2025,2025,2,Standard,BENEVOLENCE COALITION FOR HUMANITARIAN RELIEF,National NGO,8 Months,252277.17,235773.06,0,10/19/2025 9:16:34 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,10/31/2026 12:00:00 AM,TR Draft,1658,PRJ_TR_DRFT,Technical Review,11,1230637.7600
Yemen,64,CBPF-YEM-25-S-NGO-38012,,2nd Standard Allocation 2025,2025,2,Standard,Resalty Foundation for Women Development,National NGO,12 Months,149901.65,140095,0,10/19/2025 9:50:50 AM,,3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,1236382.7520
Yemen,64,CBPF-YEM-25-S-O-37706,,2nd Standard Allocation 2025,2025,2,Standard,Qatar Red Crescent Society,Others,12 Months,599760.37,560523.71,0,10/19/2025 10:46:12 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR CC/Specialist,1656,PRJ_UND_TR_CC_SPC,Technical Review,11,827581.2160
Yemen,64,CBPF-YEM-25-S-O-37914,,2nd Standard Allocation 2025,2025,2,Standard,Yemen Red Crescent Society,Others,12 Months,949128.83,887036.29,0,10/19/2025 9:28:48 AM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,185956.3200
Yemen,64,CBPF-YEM-25-S-O-37939,,2nd Standard Allocation 2025,2025,2,Standard,Qatar Red Crescent Society,Others,12 Months,999125.25,933761.92,0,10/18/2025 12:57:51 PM,"4- Likely to contribute to gender equality, including across age groups",3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,827581.2160
Yemen,64,CBPF-YEM-25-S-UN-37987,,2nd Standard Allocation 2025,2025,2,Standard,Food and Agriculture Organization of the United Nations,UN Agency,12 Months,869556.45,812669.58,0,10/19/2025 11:51:53 AM,2- Unlikely to contribute to gender equality (no gender equality measure but includes age consideration),3/1/2026 12:00:00 AM,2/28/2027 12:00:00 AM,Under TR HFU,1657,PRJ_UND_TR_HFU,Technical Review,11,748360.8000
Yemen,64,YEM-14/X/3420/ER/S-NFI/UN/452,DMA-ERF-O483-0483/156,,2014,1,Reserve,International Organization for Migration,UN Agency,,239679.99,0,0,9/18/2014 12:00:00 AM,,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,Project Cancelled,12,,,0,35074.6880
